,Tweet,Cidade,User - Followers,Classificacao,Sentimento,LSTM,UF
1506,sabia pendencias relativas cpf podem ser regularizadas graca canais virtuais caso opte rede conveniada banco brasil caixa economica federal correios cartorios custo apenas 7,"riacho de santana,ba",198,Positivo,1,1,BA
658,orgao injusto literalmente explorador,ribeirao das neves,214,Negativo,0,0,RO
621,cacar bens politicos adquiriram crimes vai ne agora taxar umas compras internacionais leao aeroportos passa nada,ribeirao das neves,211,Negativo,0,0,RO
660,orgao injusto literalmente explorador,ribeirao das neves,211,Negativo,0,0,RO
623,cacar bens politicos adquiriram crimes vai ne agora taxar umas compras internacionais leao aeroportos passa nada,ribeirao das neves,210,Negativo,0,0,RO
94,acho deveria investigar forte suspeita sonegacao fiscal compra desses equipamentos i this claim is disputed,ribeirao preto,61,Neutro,2,2,RO
1856,receita federal policia federal ministerio publico federal deflagraram hoje 12/01 79a fase operacao lava jato denominada operacao vernissage saiba mais #receitafederal #fiscalizacao #lavajato,"ribeirao preto,brasil",1820,Positivo,1,1,SP
1879,rfb paulo apreendeu mes dezembro diversos tipos drogas outros produtos nocivos saude apreensoes ocorreram recintos importacao exportacao correios saiba mais #receitafederal #aduana #apreensao,rio  de janeiro,364,Positivo,1,1,RO
1411,bitcoins x capital social dois lados moeda acaba autorizar integralizacao capital social criptomoedas consideradas ativo financeiro volatilidade pontos atencao leia #bitcoin,"rio branco,ac,brasil",1853,Positivo,1,1,AC
1434,forcas armadas apreendem 2 milhoes macos cigarros sergipe material apreendido militares contabilizado periciado alem ter sido classificado contrabando confira materia completa defesa,"rio branco,brasil",223,Positivo,1,1,Não Informado
185,kkkkkkkkkkkkkk,"rio branco,brazil",77,Neutro,2,2,Não Informado
1682,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,"rio claro,brasil",473,Positivo,1,1,Não Informado
182,olha coisa demora conta fiscalizacao 1 mes meio aduana curitiba precisou mes fiscalizar livro conta disso embalagem molhada mofando livro envolvidos,rio de janeiro,134,Negativo,0,0,RO
184,olha coisa demora conta fiscalizacao 1 mes meio aduana curitiba precisou mes fiscalizar livro conta disso embalagem molhada mofando livro envolvidos,rio de janeiro,135,Negativo,0,0,RO
1611,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,rio de janeiro,99,Positivo,1,1,RO
2304,surra espera banco receita federal hoje,rio de janeiro,3429,Negativo,0,0,RO
654,deveriam beneficiar desconto ir empresas cuidadores nosso pais envelhecendo aposentadorias reduzindo isto gde auxilio restituicao,rio de janeiro,95,Negativo,0,0,RO
1364,correcao pendencias relativas #cpf gratuita internet ou caso contribuinte opte utilizar rede conveniada cartorios custo 7,rio de janeiro,4561,Positivo,1,1,RO
2655,circula whatsapp video homem afirma pix forma controle social banco central receita federal acesso informacoes detalhadas compras brasileiros confira #agencialupa #pix #bancocentral,rio de janeiro,39,Neutro,2,2,RO
1375,correcao pendencias relativas #cpf gratuita internet ou caso contribuinte opte utilizar rede conveniada cartorios custo 7,rio de janeiro,4543,Positivo,1,1,RO
425,amizades ajudam,rio de janeiro,3681,Neutro,2,2,RO
2579,prende pacote caixa ginger bread vc ideia errado vc consegue falar resolver/descobrir problema #festadafirma rola quarta pacote unico retido conferencia,rio de janeiro,283,Negativo,0,0,RO
1151,frustracao primeiro dia trabalho situacao fiscal temporariamente indisponivel alegria dia respostas simples saindo hora,rio de janeiro,122,Negativo,0,0,RO
2604,site receita federal merda,rio de janeiro,582,Negativo,0,0,RO
2582,rapaziada ta perguntando chegar dia 16 porem receita federal pediu comprovacao valores atrasou pouco resolvido paulo entregue semana infelizmente pais malz,rio de janeiro,13395,Negativo,0,0,RO
2638,aplicativo sefip/gfip atualizado receita federal brasil rfb caixa economica federal cef realizaram adequacoes aplicativo sefip/gfip leia aqui,rio de janeiro,4,Neutro,2,2,RO
1784,#recorde manha 22/12 equipes alfandega receita santos apreenderam 2 932 kg cocaina droga cuidadosamente oculta carregamento bobinas aluminio destinadas porto roterda holanda saiba mais #rfb #aduana,rio de janeiro,2466,Positivo,1,1,RO
2646,apesar ter sido legitimamente eleito hoje pratica politica proautoritarismo desprezo processo eleitoral suspeitas intervencao cooptacao instituicoes abin policia federal receita federal metodo nessa atitude #bolsonaroarmagolpe,rio de janeiro,1784,Neutro,2,2,RO
2349,onde dinheiro globo deve receita federal,rio de janeiro ,156,Neutro,2,2,RO
2185,arduinos suprimentos impressao 3d ficarao retidos dias receita federal enquanto pessoas morrem ar,"rio de janeiro,brasil",443,Negativo,0,0,RJ
12,favor doem usando #bitcoin porque senao vai querer roubar,"rio de janeiro,brasil",14,Negativo,0,0,RJ
1334,precisa regularizar dados cadastro pessoa fisica #cpf disponibiliza canais virtuais gratuitos servico veja receita federal,"rio de janeiro,brasil",36,Positivo,1,1,RJ
2373,lavagem dinheiro claro vamos alem filho lula tratador zoologico patrimonio 145 milhoes segundo receita federal 89 mil x 145 milhoes,"rio de janeiro,brasil",33,Neutro,2,2,RJ
905,tudo declarado,"rio de janeiro,brasil",268,Neutro,2,2,RJ
346,ainda cogita taxar lucros dividendos,"rio de janeiro,brasil",1417,Neutro,2,2,RJ
2648,apesar ter sido legitimamente eleito hoje pratica politica proautoritarismo desprezo processo eleitoral suspeitas intervencao cooptacao instituicoes abin policia federal receita federal metodo nessa atitude #bolsonaroarmagolpe,"rio de janeiro,brasil",255,Neutro,2,2,RJ
344,ainda cogita taxar lucros dividendos,"rio de janeiro,brasil",1406,Neutro,2,2,RJ
2309,to entendendo legal receita federal c importacoes,"rio de janeiro,brasil",956,Negativo,0,2,RJ
1978,entao,"rio de janeiro,brasil",263,Negativo,0,2,RJ
1925,itens encontrados havia tv box rastreadores internet calcados oculos bolsas outros saiba mais #receitafederal #aduana #apreensao,"rio de janeiro,brasil",205,Positivo,1,1,RJ
2291,palavra receita remete coisas tao boas receita vovo receita pao queijo delicia passa receita etc parar nome instituicao tao diabolica quanto receita federal,"rio de janeiro,brasil",89,Negativo,0,0,RJ
2663,dinheiro povo paga salario funcionario hora acabar burocracia #maisbrasilmenosburocracia,"rio de janeiro,brasil",80,Negativo,0,0,RJ
2585,poderosos coisa nenhuma poderosos deveriam ser otarios pagadores impostos controlados receita federal/cpf trabalhamos decadas p/sustentar porrada d/mordomias d/513+81 quase todos bandidos brasileiro assemelha cao vira lata,"rio de janeiro,brasil",16111,Negativo,0,0,RJ
28,claramente mentira qualquer dia vou colocar cpf receita federal descobri velho gay careca pancudo quer aliciar p levar p turquia,"rio de janeiro,brasil",414,Negativo,0,0,RJ
2048,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,"rio de janeiro,brasil",509,Negativo,0,0,RJ
177,ministros fizeram constituicao federal acabou democracia aceitam investigacoes prendem inocentes soltam bandidos destroem policia protegem criminosos protegidos,"rio de janeiro,brasil",884,Neutro,2,0,RJ
2194,dia descobrimos controla receita federal vamos descobrir todas falcatruas existe crime corrupcao riqueza mudando maos enquanto receita federal dorme,"rio de janeiro,brasil",890,Negativo,0,2,RJ
2778,cade,"rio de janeiro,brasil",8041,Negativo,0,0,RJ
493,sta hora vcs entrarem cena comecar investigar corongavac joao doriana simples ignorante cmo pessoa sabe algo estranho nessa historia comeca contrato cm xina governador diz ser sigilo pode apresenta,"rio de janeiro,brasil",692,Neutro,2,0,RJ
1866,receita federla ampliou 31 marco 2021 dispensa necessidade apresentar documentos originais copias autenticadas solicitar servicos receita federal prestar esclarecimentos saiba mais #rfb #receitafederal #prazo #servicos,"rio de janeiro,brasil",48,Positivo,1,1,RJ
1713,#acoesdareceita receita federal apreende 670 kg cocaina porto santos #rfb apreendeu 17 640 kg cocaina somente nesse porto 2020 saiba mais,"rio de janeiro,brasil",5707,Positivo,1,1,RJ
1976,entao,"rio de janeiro,brasil",262,Negativo,0,2,RJ
1972,nossa apoia censura conta slb encontraria algo errado nessas contas financiamentos compliance pld,"rio de janeiro,brasil",1151,Neutro,2,2,RJ
2076,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,"rio de janeiro,brasil",1840,Negativo,0,0,RJ
2986,leao q morder,"rio de janeiro,brasil",406,Negativo,0,0,RJ
2051,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,"rio de janeiro,brasil",1838,Negativo,0,0,RJ
345,ainda cogita taxar lucros dividendos,"rio de janeiro,brasil",1415,Neutro,2,2,RJ
2303,surra espera nessa receita federal,"rio de janeiro,brasil",124,Negativo,0,0,RJ
2702,senhores bom dia vcs sabendo disso aqui desse escarnio promovido plataforma imunda abram investigacao pois aqui acabar,"rio de janeiro,brasil",356,Negativo,0,0,RJ
2641,acoes apoio procons policia federal receita federal,"rio de janeiro,brasil",76259,Positivo,1,1,RJ
1481,apreendeu quase 3 toneladas cocaina porto santos litoral sp droga escondida carga bobinas aluminio levada holanda maior apreensao cocaina feita receita federal local,"rio de janeiro,brasil",621,Positivo,1,1,RJ
2054,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,"rio de janeiro,brasil",263,Negativo,0,0,RJ
2026,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,"rio de janeiro,brasil",1829,Negativo,0,0,RJ
2350,fechar historia contrato vai banco onde vc conta cometa crime receita federal bloqueie dinheiro banco bem todos clientes acha vale contrato,"rio de janeiro,brasil",83,Neutro,2,2,RJ
2312,responsavel significativo aumento apreensoes area forte atuacao milicias jose alex nobrega oliveira pediu demissao cargo delegado alfandega porto itaguai rj meados 2019 receita federal pressionada substituir oliveira,"rio de janeiro,brasil",124,Negativo,0,0,RJ
845,atencao nesse sujeito,"rio de janeiro,brasil",346,Neutro,2,2,RJ
108,aceitam investigacao contra eles ordenam parem mandam prender expressam contra fazem conchavo serem arrancados la senado maioria composto corruptos desse sistema podre,"rio de janeiro,brasil",884,Negativo,0,0,RJ
904,tudo declarado,"rio de janeiro,brasil",267,Neutro,2,2,RJ
2023,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,"rio de janeiro,brasil",507,Negativo,0,0,RJ
1654,#atendimento | informa pendencias relativas cadastro pessoa fisica cpf podem ser regularizadas meio canais virtuais atendimento vem saber mais,"rio de janeiro,brasil",6,Positivo,1,1,RJ
1710,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,"rio de janeiro,brasil",11333,Positivo,1,1,RJ
2454,realizar pagamento despacho postal tributacoes site correios mini tutorial proceder pagamentos receita federal brasil importacao passa fiscalizacao aduaneira cobrada alguma taxa despacho postal r$15 tributacao,"rio de janeiro,brasil",348,Neutro,2,2,RJ
488,kkkkkkkkkkkkkkkkk perfil trancado idiot,"rio de janeiro,brasil",479,Neutro,2,2,RJ
2204,etitulo porra ia receita federal amanha,"rio de janeiro,brasil",2370,Negativo,0,0,RJ
374,receita federal conseguiram achar bitcoins daniel fraga,"rio de janeiro,brasil",19,Neutro,2,2,RJ
2617,falamos hoje isso ai isca receita federal,"rio de janeiro,brasil",107,Neutro,2,2,RJ
1412,pendencias cpf pode usar canais virtuais fazer regularizacao saber situacao cadastro contribuinte deve acessar site receita baixar aplicativo cpf digital celular abr,"rio de janeiro,brasil",3334,Positivo,1,1,RJ
2816,to mesma situacao alo,"rio de janeiro,brasil",1043,Negativo,0,0,RJ
2435,olha q loucura policia federal receita federal mpf usa conversar trafico ilegal madeira conta crescentes apreensoes madeira brasileira ta faltando alguem ai ah condenado proibiu ibama viajar,"rio de janeiro,brasil",1524,Neutro,2,2,RJ
2784,pleno 2021 burocracia ainda impera precisei recuperar numero recibos irpf 2020 2019 q encarar seguinte via crusis 1 agendamento online servico 2 ida cac selecionado 3 aguardar ser chamada c atraso sempre claro,"rio de janeiro,brasil",80,Negativo,0,0,RJ
196,capitao pai mano,"rio de janeiro,brasil",189,Neutro,2,2,RJ
2589,acordo jose maria trindade patrimonio declarado bruno covas 105 mil serio declarou isso serio receita federal tse acreditou cara deputado engenheiro classe media fez salario literalmente queimou,"rio de janeiro,brasil",2109,Negativo,0,0,RJ
195,capitao pai mano,"rio de janeiro,brasil",190,Neutro,2,2,RJ
13,favor doem usando #bitcoin porque senao vai querer roubar,"rio de janeiro,brasil",19,Negativo,0,0,RJ
1358,serie o presidente acabou lavajato,"rio de janeiro,brasil",11333,Neutro,2,2,RJ
2555,investigar receita federal colocar cadeia todos funcionarios vazam dados autorizacao justica vazaram ministros infames stf agora pf vai cair dentro duvido flavio discursou pms formados,"rio de janeiro,brasil",4791,Negativo,0,0,RJ
2073,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,"rio de janeiro,brasil",511,Negativo,0,0,RJ
373,receita federal conseguiram achar bitcoins daniel fraga,"rio de janeiro,brasil",14,Neutro,2,2,RJ
1272,parabens,"rio de janeiro,brasil",199,Positivo,1,1,RJ
1973,nossa apoia censura conta slb encontraria algo errado nessas contas financiamentos compliance pld,"rio de janeiro,brasil",1203,Neutro,2,2,RJ
1862,receita federla ampliou 31 marco 2021 dispensa necessidade apresentar documentos originais copias autenticadas solicitar servicos receita federal prestar esclarecimentos saiba mais #rfb #receitafederal #prazo #servicos,"rio de janeiro,brasil",253,Positivo,1,1,RJ
0,vai nao receita federal atendendo sob agendamento junta comercial email contador sobrecarregado tanto seguro desemprego declaracao imposto renda 80% clientes pagaram vai ficar casa,"rio de janeiro,brasil",7089,Neutro,2,2,RJ
2484,poderosos coisa nenhuma poderosos deveriam ser otarios pagadores impostos controlados receita federal/cpf trabalhamos decadas p/sustentar porrada d/mordomias d/513+81 quase todos bandidos brasileiro assemelha cao vira lata,"rio de janeiro,brasil",8138,Negativo,0,0,RJ
